policy_id,date_id,customer_id,product_id,branch_id,channel_id,premium_egp,underwriting_cost,admin_cost,total_cost,expected_claim_reserve,term_months,policy_status,customer_type,is_returning_customer
POL00697,20230502,CUS0098,PR02,BR08,CH01,1856.05,321.96,208.72,530.68,1196.54,12.0,Active,Individual,True
POL00698,20240420,CUS0075,PR02,BR02,CH05,1279.99,163.53,111.77,275.3,590.73,24.0,Active,Individual,False
POL00699,20230413,CUS0136,PR04,BR04,CH04,58198.31,6184.46,7495.09,13679.55,33763.19,6.0,Expired,Corporate,True
POL00700,20231224,CUS0166,PR05,BR05,CH01,51325.12,5220.18,6529.6,11749.78,22195.79,12.0,ACTIVE,Corporate,True
POL00701,20240810,CUS0164,PR08,BR09,CH01,11406.43,1321.56,1349.43,2670.99,5556.25,12.0,Active,Corporate,False
POL00702,20230711,CUS0102,PR02,BR06,CH01,795.59,104.73,98.22,202.95,348.22,12.0,Expired,Individual,True
POL00703,20241215,CUS0038,PR01,BR05,CH02,7366.47,1210.75,910.42,2121.17,5462.75,12.0,Active,Individual,False
POL00704,20240609,CUS0174,PR09,BR01,CH02,86312.59,8717.24,12176.62,20893.86,56240.26,,Cancelled,Corporate,True
POL00705,20230914,CUS0066,PR07,BR09,CH04,287.03,33.93,30.81,64.74,77.62,12.0,Cancelled,Individual,True
POL00706,20231115,CUS0176,PR04,BR01,CH03,86285.98,14143.47,9368.23,23511.7,50770.26,6.0,Active,Corporate,True
POL00707,20231030,CUS0105,PR03,BR03,CH02,14909.5,2257.74,1675.03,3932.77,6375.22,12.0,Cancelled,Individual,True
POL00708,20240302,CUS0174,PR08,BR12,CH01,6512.38,826.05,627.17,1453.22,2095.65,6.0,Cancelled,Corporate,True
POL00709,20241025,CUS0125,PR02,BR05,CH01,975.73,100.42,,219.3,676.11,6.0,Expired,Individual,True
POL00710,20230417,CUS0074,PR02,BR03,CH02,1906.67,330.64,213.82,544.46,1078.79,24.0,EXPIRED,Individual,True
POL00711,20240804,CUS0121,PR03,BR06,CH01,13619.2,2265.67,1541.47,3807.14,6281.42,,Active,Individual,False
POL00712,20240708,CUS0021,PR02,BR07,CH01,1984.88,223.37,199.06,422.43,1269.52,24.0,Cancelled,Individual,True
POL00713,20230823,CUS0100,PR01,BR03,CH03,4694.71,507.33,399.11,906.44,2533.27,24.0,Active,Individual,True
POL00714,20230604,CUS0016,PR02,BR11,CH02,886.72,116.39,114.51,230.9,421.88,12.0,Expired,Individual,False
POL00715,20241005,CUS0141,PR04,BR10,CH01,54659.12,9036.92,8086.85,17123.77,21153.03,24.0,Expired,Corporate,True
POL00716,20230315,CUS0069,PR02,BR01,CH02,1453.1,247.12,135.91,383.03,913.06,6.0,Active,Individual,False
POL00717,20230724,CUS0079,PR01,BR07,CH05,1695.11,290.79,159.73,450.52,1198.24,6.0,Active,Individual,True
POL00718,20230121,CUS0056,PR01,BR04,CH01,7599.07,1173.58,662.96,1836.54,5020.12,12.0,Active,Individual,True
POL00719,20230430,CUS0114,PR02,BR08,CH04,795.58,109.46,93.51,202.97,422.71,24.0,Expired,Individual,True
POL00720,20231205,CUS0137,PR05,BR04,CH02,21075.16,3531.66,2014.59,5546.25,12589.62,24.0,Expired,Corporate,True
POL00721,20230201,CUS0137,PR04,BR11,CH03,52607.97,8861.38,7047.53,15908.91,30367.62,,Active,Corporate,True
POL00722,20240414,CUS0164,PR09,BR05,CH02,15280.11,2472.11,2237.79,4709.9,6895.62,24.0,Active,Corporate,False
POL00723,20240921,CUS0040,PR01,BR10,CH04,4633.44,525.08,618.86,1143.94,3015.44,24.0,Active,Individual,True
POL00724,20240827,CUS0015,PR01,BR06,CH03,2854.78,321.04,,602.11,2037.7,24.0,Expired,Individual,True
POL00725,20240124,CUS0122,PR02,BR07,CH01,420.43,73.45,46.74,120.19,230.71,24.0,Active,Individual,False
POL00726,20230629,CUS0113,PR02,BR12,CH01,657.85,112.65,66.06,178.71,437.65,24.0,Expired,Individual,False
POL00727,20241126,CUS0122,PR01,BR05,CH02,7474.43,1292.03,,1997.89,3366.62,6.0,Active,Individual,False
POL00728,20240818,CUS0053,PR03,BR04,CH01,3423.75,545.49,489.91,1035.4,1783.16,12.0,Cancelled,Individual,False
POL00729,20240817,CUS0038,PR01,BR09,CH02,1879.65,336.55,181.12,517.67,948.55,12.0,Active,Individual,False
POL00730,20240417,CUS0017,PR07,BR05,CH02,826.91,117.32,92.5,209.82,258.57,12.0,Active,Individual,False
POL00731,20240723,CUS0142,PR06,BR12,CH02,177699.71,19117.62,16224.69,35342.31,97625.18,12.0,Active,Corporate,True
POL00732,20231001,CUS0149,PR06,BR04,CH02,32122.89,3306.28,2700.97,6007.25,20755.33,6.0,Active,Corporate,False
POL00733,20240206,CUS0022,PR01,BR03,CH03,7288.54,1219.79,1034.08,2253.87,3700.22,6.0,ACTIVE,Individual,True
POL00734,20230626,CUS0135,PR09,BR12,CH02,26818.35,2937.64,2831.55,5769.19,14881.5,24.0,Expired,Corporate,True
POL00735,20230207,CUS0176,PR10,BR03,CH01,354916.61,35879.61,28818.44,64698.05,145992.86,6.0,Active,Corporate,True
POL00736,20231013,CUS0093,PR03,BR01,CH01,5125.58,885.33,,1577.33,2282.95,24.0,Expired,Individual,True
POL00737,20230217,CUS0032,PR02,BR04,CH02,1438.25,219.0,143.68,362.68,577.98,6.0,Active,Individual,True
POL00738,20240607,CUS0144,PR08,BR04,CH02,15538.14,2485.78,2111.68,4597.46,7583.06,12.0,Active,Corporate,False
POL00739,20240819,CUS0080,PR01,BR04,CH01,2677.09,281.34,263.89,545.23,1759.65,24.0,Cancelled,Individual,True
POL00740,20230108,CUS0010,PR01,BR06,CH02,7656.07,1221.61,1016.05,2237.66,4930.36,24.0,Active,Individual,False
POL00741,20230130,CUS0065,PR03,BR04,CH04,9510.46,1132.11,1390.72,2522.83,5068.47,6.0,Active,Individual,True
POL00742,20241228,CUS0046,PR02,BR08,CH04,1762.74,185.94,260.34,446.28,1233.9,24.0,Active,Individual,True
POL00743,20230826,CUS0064,PR07,BR01,CH03,1189.32,122.95,110.8,233.75,477.92,6.0,Active,Individual,True
POL00744,20240402,CUS0020,PR02,BR01,CH01,523.92,81.26,,129.81,216.31,6.0,Active,Individual,False
POL00745,20230825,CUS0088,PR01,BR03,CH04,2903.11,504.26,402.77,907.03,1940.42,6.0,Active,Individual,True
POL00746,20230524,CUS0032,PR02,BR06,CH01,1882.8,229.43,261.75,491.18,806.11,12.0,Active,Individual,True
POL00747,20230705,CUS0118,PR03,BR08,CH01,8541.2,1382.78,938.76,2321.54,4340.05,24.0,Active,Individual,True
POL00748,20230819,CUS0016,PR07,BR01,CH04,1140.75,203.59,115.3,318.89,357.97,12.0,Expired,Individual,False
POL00749,20240329,CUS0021,PR02,BR11,CH01,737.55,107.06,104.59,211.65,286.8,6.0,Active,Individual,True
POL00750,20230529,CUS0052,PR07,BR04,CH02,573.93,67.93,52.65,120.58,245.59,6.0,Active,Individual,True
POL00751,20240524,CUS0119,PR02,BR06,CH01,1881.74,325.16,235.06,560.22,878.52,24.0,Active,Individual,True
POL00752,20241225,CUS0007,PR07,BR12,CH02,1490.07,215.19,133.13,348.32,532.36,24.0,Active,Individual,True
POL00753,20240731,CUS0122,PR07,BR01,CH01,689.34,86.31,71.3,157.61,240.9,6.0,Active,Individual,False
POL00754,20231025,CUS0044,PR02,BR08,CH02,544.81,74.01,58.34,132.35,389.3,6.0,Cancelled,Individual,False
POL00755,20230315,CUS0080,PR02,BR10,CH04,770.59,120.31,91.56,211.87,521.04,12.0,Active,Individual,True
POL00756,20231201,CUS0090,PR01,BR02,CH03,4380.37,756.57,643.42,1399.99,3396.35,24.0,Active,Individual,False
POL00757,20240423,CUS0163,PR06,BR11,CH04,79685.98,8526.09,9412.87,17938.96,38915.89,6.0,Cancelled,Corporate,True
POL00758,20241125,CUS0015,PR02,BR06,CH01,1370.28,190.64,172.08,362.72,830.55,24.0,Active,Individual,True
POL00759,20240118,CUS0109,PR01,BR03,CH02,4263.02,752.6,436.64,1189.24,2315.76,24.0,Active,Individual,True
POL00760,20240619,CUS0101,PR03,BR01,CH01,4950.42,820.76,688.9,1509.66,2201.4,6.0,Active,Individual,True
POL00761,20231002,CUS0027,PR02,BR03,CH02,1798.05,301.29,236.38,537.67,1182.0,12.0,Active,Individual,True
POL00762,20231228,CUS0087,PR03,BR12,CH03,6062.35,874.19,,1397.27,3132.91,12.0,Active,Individual,False
POL00763,20240406,CUS0051,PR02,BR06,CH03,420.55,73.6,61.93,135.53,197.53,6.0,Active,Individual,True
POL00764,20230511,CUS0028,PR02,BR10,CH03,1626.35,188.52,195.05,383.57,702.09,24.0,Active,Individual,True
POL00765,20230212,CUS0061,PR02,BR01,CH02,1097.66,179.26,137.36,316.62,665.63,12.0,Active,Individual,False
POL00766,20230706,CUS0053,PR01,BR01,CH04,5535.38,751.73,746.14,1497.87,3573.18,12.0,Active,Individual,False
POL00767,20230714,CUS0040,PR01,BR01,CH01,5582.76,590.23,483.72,1073.95,4244.27,24.0,Active,Individual,True
POL00768,20241017,CUS0110,PR02,BR05,CH03,1740.38,182.07,159.94,342.01,780.8,6.0,Expired,Individual,True
POL00769,20240811,CUS0056,PR01,BR04,CH02,7844.24,1342.82,,2507.26,5460.36,6.0,Cancelled,Individual,True
POL00770,20230515,CUS0070,PR02,BR02,CH02,1017.14,138.09,85.54,223.63,586.07,,Expired,Individual,True
POL00771,20230104,CUS0149,PR05,BR04,CH01,14322.26,1714.8,1868.35,3583.15,8341.06,12.0,Active,Corporate,False
POL00772,20230327,CUS0011,PR02,BR10,CH03,853.57,112.32,120.02,232.34,358.78,6.0,Expired,Individual,False
POL00773,20240616,CUS0026,PR03,BR01,CH03,11674.94,1561.94,1032.92,2594.86,6061.8,6.0,Active,Individual,False
POL00774,20240213,CUS0106,PR03,BR12,CH03,5265.41,886.89,473.31,1360.2,2979.52,24.0,Expired,Individual,False
POL00775,20240926,CUS0083,PR02,BR08,CH01,1698.79,284.82,232.76,517.58,1023.22,12.0,Active,Individual,True
POL00776,20240407,CUS0104,PR01,BR02,CH01,5124.44,593.78,690.21,1283.99,2868.43,6.0,Cancelled,Individual,True
POL00777,20240226,CUS0009,PR02,BR10,CH04,1591.4,226.63,,443.06,1100.43,12.0,Active,Individual,False
POL00778,20230524,CUS0006,PR03,BR04,CH03,14703.55,1636.14,1417.19,3053.33,6952.34,6.0,Expired,Individual,True
POL00779,20230803,CUS0058,PR07,BR05,CH02,1053.65,115.86,106.89,222.75,415.92,12.0,Active,Individual,False
POL00780,20240614,CUS0050,PR02,BR09,CH03,1536.36,173.19,163.52,336.71,946.63,24.0,Active,Individual,True
POL00781,20231216,CUS0108,PR02,BR03,CH02,1623.28,248.72,218.31,467.03,1136.83,6.0,Expired,Individual,True
POL00782,20240509,CUS0035,PR02,BR01,CH04,1290.77,157.05,118.41,275.46,883.78,12.0,Expired,Individual,True
POL00783,20230929,CUS0067,PR02,BR06,CH01,606.58,71.23,62.68,133.91,394.69,6.0,Active,Individual,False
POL00784,20231110,CUS0003,PR01,BR09,CH02,2396.29,295.75,290.94,586.69,1412.8,12.0,Expired,Individual,False
POL00785,20230921,CUS0081,PR02,BR04,CH03,694.2,74.94,75.21,150.15,441.9,12.0,Active,Individual,True
POL00786,20230704,CUS0016,PR01,BR04,CH02,5482.85,598.78,527.15,1125.93,2707.33,6.0,Active,Individual,False
POL00787,20230714,CUS0011,PR01,BR06,CH01,3020.76,513.66,442.87,956.53,1827.01,24.0,Active,Individual,False
POL00788,20230404,CUS0021,PR03,BR11,CH01,8317.04,1077.49,,1776.12,4375.02,6.0,Active,Individual,True
POL00789,20230311,CUS0092,PR02,BR10,CH02,1859.98,252.88,255.21,508.09,996.33,24.0,Expired,Individual,True
POL00790,20230508,CUS0042,PR07,BR05,CH01,266.65,41.78,25.55,67.33,80.66,6.0,Active,Individual,True
POL00791,20231210,CUS0112,PR02,BR05,CH03,1968.04,247.62,256.25,503.87,799.68,6.0,Expired,Individual,True
POL00792,20240602,CUS0013,PR07,BR04,CH02,896.06,122.69,129.79,252.48,315.08,6.0,Active,Individual,False
POL00793,20230709,CUS0127,PR04,BR01,CH02,56774.34,9207.58,5661.51,14869.09,35308.87,12.0,Active,Corporate,False
POL00794,20231220,CUS0055,PR01,BR10,CH01,4347.52,737.61,421.47,1159.08,2714.25,6.0,Active,Individual,False
POL00795,20230111,CUS0093,PR02,BR01,CH02,600.83,71.62,82.84,154.46,304.69,6.0,Cancelled,Individual,True
POL00796,20241028,CUS0010,PR03,BR01,CH02,2701.37,475.09,384.76,859.85,1436.25,24.0,Active,Individual,False
POL00797,20241202,CUS0076,PR01,BR01,CH02,4857.49,487.46,422.74,910.2,3298.99,24.0,Cancelled,Individual,False
POL00798,20241003,CUS0142,PR04,BR03,CH02,12974.13,1334.28,1778.09,3112.37,8237.79,12.0,Active,Corporate,True
POL00799,20230115,CUS0058,PR02,BR04,CH04,642.67,110.51,80.38,190.89,388.22,6.0,Expired,Individual,False
POL00800,20240104,CUS0094,PR02,BR09,CH04,516.05,70.29,44.95,115.24,237.73,24.0,Active,Individual,False
POL00801,20241021,CUS0047,PR02,BR02,CH02,1531.69,191.98,228.88,420.86,745.51,12.0,Expired,Individual,False
POL00802,20231117,CUS0027,PR01,BR02,CH02,4038.28,631.37,551.35,1182.72,3026.57,24.0,Expired,Individual,True
POL00803,20230831,CUS0160,PR06,BR04,CH02,71123.59,7547.28,,17798.43,28629.0,24.0,Active,Corporate,True
POL00804,20240712,CUS0020,PR01,BR01,CH02,3743.63,582.15,440.49,1022.64,1948.29,12.0,Active,Individual,False
POL00805,20240903,CUS0014,PR03,BR04,CH04,2943.25,351.81,245.56,597.37,1333.45,12.0,Active,Individual,True
POL00806,20240529,CUS0102,PR01,BR02,CH02,3917.92,531.47,389.58,921.05,3089.97,24.0,Active,Individual,True
POL00807,20241013,CUS0076,PR03,BR05,CH02,3536.16,527.53,408.7,936.23,1612.91,6.0,Active,Individual,False
POL00808,20240224,CUS0026,PR02,BR03,CH03,1654.38,228.23,178.32,406.55,1080.76,,Active,Individual,False
POL00809,20230425,CUS0068,PR07,BR04,CH03,1203.9,134.24,152.15,286.39,319.08,6.0,Expired,Individual,True
POL00810,20240421,CUS0091,PR01,BR09,CH02,2627.73,300.25,302.23,602.48,1432.71,6.0,Expired,Individual,True
POL00811,20231225,CUS0008,PR03,BR01,CH03,7839.25,906.51,862.69,1769.2,2613.94,24.0,Cancelled,Individual,True
POL00812,20241227,CUS0056,PR01,BR04,CH03,5617.04,765.39,580.69,1346.08,3035.11,6.0,Active,Individual,True
POL00813,20240804,CUS0113,PR01,BR01,CH01,6872.39,848.34,744.37,1592.71,4410.15,12.0,Active,Individual,False
POL00814,20230808,CUS0040,PR02,BR04,CH02,733.79,111.19,69.35,180.54,314.04,12.0,Expired,Individual,True
POL00815,20240203,CUS0086,PR03,BR04,CH02,2775.07,408.48,228.63,637.11,1556.76,6.0,Active,Individual,True
POL00816,20230218,CUS0038,PR03,BR01,CH01,10921.19,1376.72,1154.39,2531.11,5529.87,24.0,Active,Individual,False
POL00817,20241002,CUS0063,PR02,BR06,CH02,1004.53,103.02,94.67,197.69,707.21,6.0,Active,Individual,True
POL00818,20230903,CUS0098,PR03,BR02,CH01,8604.03,1326.55,1165.19,2491.74,4183.06,6.0,Active,Individual,True
POL00819,20230214,CUS0057,PR03,BR04,CH02,12707.35,2096.88,1024.64,3121.52,4467.92,12.0,Expired,Individual,True
POL00820,20240125,CUS0035,PR01,BR07,CH02,3503.66,470.7,453.56,924.26,2408.82,6.0,Active,Individual,True
POL00821,20231009,CUS0077,PR03,BR02,CH05,4627.06,671.27,450.24,1121.51,1990.35,12.0,Active,Individual,False
POL00822,20231031,CUS0068,PR01,BR02,CH02,4754.13,579.39,587.07,1166.46,2976.85,12.0,Active,Individual,True
POL00823,20240727,CUS0087,PR01,BR03,CH02,2893.09,306.22,310.22,616.44,2262.28,6.0,Active,Individual,False
POL00824,20230223,CUS0060,PR02,BR09,CH04,1388.4,186.1,149.23,335.33,720.81,12.0,Active,Individual,True
POL00825,20230914,CUS0126,PR04,BR08,CH02,53892.77,7238.71,4558.65,11797.36,33821.53,,Expired,Corporate,True
POL00826,20231227,CUS0151,PR09,BR10,CH03,124673.83,20496.46,17167.58,37664.04,79905.7,12.0,Expired,Corporate,False
POL00827,20230524,CUS0033,PR02,BR06,CH01,1534.15,190.79,163.1,353.89,699.9,12.0,Cancelled,Individual,True
POL00828,20230819,CUS0161,PR04,BR04,CH03,46082.23,8174.94,4989.39,13164.33,16747.64,6.0,Active,Corporate,False
POL00829,20230213,CUS0009,PR02,BR02,CH03,802.53,139.92,97.38,237.3,482.82,24.0,Active,Individual,False
POL00830,20231224,CUS0159,PR04,BR11,CH01,48489.94,5773.49,3882.96,9656.45,17304.71,12.0,Active,Corporate,False
POL00831,20240505,CUS0011,PR02,BR11,CH01,1108.84,185.05,108.53,293.58,570.62,24.0,Expired,Individual,False
POL00832,20240917,CUS0049,PR07,BR02,CH03,1128.2,168.31,156.53,324.84,499.39,12.0,Active,Individual,False
POL00833,20231125,CUS0052,PR01,BR02,CH01,4310.79,525.38,,1138.21,2577.33,6.0,Active,Individual,True
POL00834,20240716,CUS0038,PR01,BR01,CH01,7983.46,1183.08,795.97,1979.05,6186.91,6.0,Cancelled,Individual,False
POL00835,20230829,CUS0039,PR02,BR04,CH03,1274.68,186.76,103.57,290.33,685.8,6.0,Active,Individual,True
POL00836,20230901,CUS0094,PR02,BR10,CH02,471.92,58.76,69.89,128.65,229.91,24.0,Expired,Individual,False
POL00837,20240209,CUS0057,PR03,BR12,CH02,8996.75,1429.46,969.79,2399.25,4583.96,12.0,Cancelled,Individual,True
POL00838,20240915,CUS0038,PR01,BR01,CH03,7980.03,1224.76,1082.93,2307.69,4144.88,6.0,Active,Individual,False
POL00839,20240121,CUS0038,PR02,BR03,CH01,1116.59,141.29,,269.07,641.44,24.0,Expired,Individual,False
POL00840,20231001,CUS0154,PR05,BR07,CH05,35414.33,4018.01,3415.25,7433.26,20736.87,12.0,Active,Corporate,True
POL00841,20231110,CUS0168,PR04,BR03,CH03,75105.56,13506.77,7137.93,20644.7,37271.02,6.0,Active,Corporate,True
POL00842,20241226,CUS0009,PR02,BR02,CH01,1313.64,176.83,139.29,316.12,740.06,12.0,Active,Individual,False
POL00843,20230112,CUS0143,PR09,BR04,CH02,71710.67,11564.43,9665.12,21229.55,45032.85,,Active,Corporate,False
POL00844,20231127,CUS0140,PR04,BR03,CH02,16575.31,2031.88,,3711.99,9711.98,12.0,Active,Corporate,False
POL00845,20241005,CUS0028,PR03,BR09,CH03,3490.94,441.21,434.17,875.38,1325.32,24.0,EXPIRED,Individual,True
POL00846,20230329,CUS0159,PR06,BR03,CH02,96144.06,17301.49,11756.67,29058.16,44543.58,24.0,Active,Corporate,False
POL00847,20240620,CUS0171,PR09,BR01,CH02,94196.17,13796.73,12238.0,26034.73,59384.99,6.0,Active,Corporate,False
POL00848,20240407,CUS0014,PR01,BR07,CH02,4518.68,593.68,568.08,1161.76,3640.28,24.0,Expired,Individual,True
POL00849,20241222,CUS0027,PR02,BR01,CH04,1041.33,104.67,98.99,203.66,553.05,24.0,Active,Individual,True
POL00850,20230319,CUS0117,PR01,BR04,CH03,2477.51,347.34,264.47,611.81,1816.18,,Active,Individual,False
POL00851,20230124,CUS0076,PR02,BR03,CH01,1306.46,219.95,174.83,394.78,876.95,12.0,Active,Individual,False
POL00852,20240504,CUS0056,PR07,BR01,CH01,1343.02,229.05,166.39,395.44,524.87,12.0,Expired,Individual,True
POL00853,20230723,CUS0127,PR09,BR06,CH02,68812.47,8393.08,6699.46,15092.54,38617.98,6.0,Active,Corporate,False
POL00854,20240811,CUS0178,PR09,BR06,CH02,96430.91,13213.89,9513.72,22727.61,42831.1,12.0,Active,Corporate,False
POL00855,20230829,CUS0143,PR05,BR02,CH02,58770.66,7468.98,4749.02,12218.0,19778.75,6.0,Active,Corporate,False
POL00856,20240524,CUS0066,PR01,BR11,CH02,6681.65,1066.62,939.36,2005.98,3637.37,6.0,Active,Individual,True
POL00857,20241129,CUS0031,PR03,BR01,CH03,13499.63,2008.83,1375.92,3384.75,4373.33,12.0,Active,Individual,True
POL00858,20230419,CUS0106,PR01,BR07,CH03,7312.93,1242.12,841.94,2084.06,5206.22,12.0,Active,Individual,False
POL00859,20240928,CUS0080,PR02,BR11,CH03,1187.82,190.55,172.38,362.93,797.13,12.0,Expired,Individual,True
POL00860,20241202,CUS0100,PR02,BR02,CH02,1309.34,151.18,155.73,306.91,729.1,12.0,Active,Individual,True
POL00861,20231226,CUS0146,PR04,BR08,CH01,88370.56,14465.13,12678.4,27143.53,36865.81,24.0,Expired,Corporate,False
POL00862,20240314,CUS0063,PR01,BR01,CH01,6189.1,924.65,540.51,1465.16,3388.41,,Expired,Individual,True
POL00863,20230311,CUS0040,PR02,BR04,CH03,1629.79,167.12,159.8,326.92,794.36,6.0,Cancelled,Individual,True
POL00864,20241215,CUS0094,PR01,BR06,CH01,5940.93,884.74,785.99,1670.73,4307.2,24.0,Expired,Individual,False
POL00865,20230224,CUS0088,PR02,BR04,CH03,1652.95,200.0,161.34,361.34,1156.44,6.0,Active,Individual,True
POL00866,20240826,CUS0099,PR02,BR06,CH01,1230.41,151.34,157.16,308.5,521.93,6.0,Expired,Individual,True
POL00867,20240901,CUS0046,PR02,BR10,CH02,1745.82,257.13,171.99,429.12,878.43,12.0,Cancelled,Individual,True
POL00868,20240508,CUS0085,PR02,BR07,CH05,1504.4,184.4,217.17,401.57,682.97,6.0,Active,Individual,False
POL00869,20241206,CUS0068,PR03,BR10,CH03,5110.79,780.85,766.11,1546.96,2449.53,24.0,Active,Individual,True
POL00870,20230211,CUS0087,PR03,BR03,CH02,14277.83,1554.95,1190.44,2745.39,5329.11,24.0,Active,Individual,False
POL00871,20240706,CUS0178,PR06,BR04,CH02,29608.19,4949.04,3045.52,7994.56,11709.59,12.0,Active,Corporate,False
POL00872,20240728,CUS0095,PR01,BR10,CH03,7430.12,1178.54,790.77,1969.31,4211.03,24.0,Active,Individual,True
POL00873,20231013,CUS0115,PR02,BR04,CH03,401.58,43.23,58.09,101.32,278.26,6.0,EXPIRED,Individual,True
POL00874,20230507,CUS0017,PR01,BR05,CH03,6790.47,977.67,929.47,1907.14,4656.13,12.0,Expired,Individual,False
POL00875,20231023,CUS0119,PR02,BR05,CH02,1965.16,269.06,218.37,487.43,1275.96,6.0,Active,Individual,True
POL00876,20230419,CUS0086,PR01,BR09,CH02,2888.65,458.68,272.89,731.57,2067.87,24.0,Active,Individual,True
POL00877,20240301,CUS0045,PR01,BR08,CH01,5973.28,1011.6,545.52,1557.12,3609.84,24.0,Cancelled,Individual,True
POL00878,20230408,CUS0144,PR06,BR06,CH01,123943.32,16897.0,14219.66,31116.66,66394.78,24.0,Active,Corporate,False
POL00879,20230723,CUS0004,PR01,BR02,CH04,2569.98,371.46,234.31,605.77,1289.59,6.0,Active,Individual,True
POL00880,20231218,CUS0007,PR03,BR07,CH02,3730.05,649.8,341.19,990.99,1902.29,24.0,Active,Individual,True
POL00881,20230723,CUS0074,PR02,BR04,CH01,1591.6,186.8,233.91,420.71,926.19,6.0,Active,Individual,True
POL00882,20241009,CUS0114,PR01,BR04,CH01,7248.46,1072.38,591.05,1663.43,3262.15,12.0,Active,Individual,True
POL00883,20240228,CUS0089,PR01,BR03,CH02,5682.99,744.49,511.97,1256.46,3974.5,6.0,Active,Individual,True
POL00884,20230708,CUS0171,PR06,BR09,CH02,181334.3,27363.64,16942.03,44305.67,84618.71,12.0,Active,Corporate,False
POL00885,20230401,CUS0004,PR07,BR09,CH01,1034.6,183.41,106.08,289.49,331.73,6.0,Active,Individual,True
POL00886,20240414,CUS0117,PR02,BR02,CH04,1989.36,322.08,199.15,521.23,1014.85,6.0,ACTIVE,Individual,False
POL00887,20230805,CUS0100,PR01,BR08,CH01,1991.73,211.14,282.83,493.97,1281.31,24.0,Active,Individual,True
POL00888,20230703,CUS0179,PR05,BR08,CH01,31583.24,4008.14,3409.44,7417.58,17538.47,6.0,Active,Corporate,False
POL00889,20240313,CUS0111,PR03,BR06,CH02,10289.28,1091.42,1483.31,2574.73,4157.37,6.0,Active,Individual,True
POL00890,20240504,CUS0059,PR02,BR08,CH03,1237.43,196.44,179.07,375.51,545.41,24.0,Active,Individual,False
POL00891,20240327,CUS0124,PR01,BR02,CH02,2458.09,314.23,230.93,545.16,1909.65,12.0,Expired,Individual,False
POL00892,20231018,CUS0032,PR07,BR02,CH05,1261.49,160.1,177.66,337.76,529.13,6.0,Active,Individual,True
POL00893,20231115,CUS0004,PR01,BR03,CH02,6451.85,926.1,759.37,1685.47,3327.65,12.0,Active,Individual,True
POL00894,20240215,CUS0174,PR09,BR04,CH03,54392.17,6337.51,6846.86,13184.37,25692.68,24.0,Active,Corporate,True
POL00895,20230409,CUS0123,PR02,BR04,CH01,1049.48,139.29,109.12,248.41,548.23,6.0,Expired,Individual,False
POL00896,20240101,CUS0099,PR02,BR03,CH01,1335.76,133.69,192.28,325.97,846.88,24.0,Active,Individual,True
POL00897,20230510,CUS0048,PR02,BR02,CH01,810.53,142.26,106.13,248.39,350.73,6.0,Cancelled,Individual,True
POL00898,20240816,CUS0164,PR06,BR04,CH03,174071.67,29476.4,15510.1,44986.5,113972.99,12.0,Active,Corporate,False
POL00899,20240607,CUS0168,PR04,BR02,CH03,13480.08,2299.34,1440.8,3740.14,7900.24,12.0,Active,Corporate,True
POL00900,20240901,CUS0163,PR04,BR07,CH01,83210.14,13646.37,7559.51,21205.88,36697.08,24.0,Active,Corporate,True
